Author,Date,Text
Jorge Eduardo Mèndez,2019-11-17 18:12:14,"I was learning English to talk with you, but now, I don't need it anymore xD"
Buttercup🌸,2019-11-17 18:12:10,Why @1LoganHenderson doesn't think like you?
Gerard Kaulitz,2019-11-17 18:12:08,Un crack!!!
mónica,2019-11-17 18:11:55,Arre
•MAR• 🌸🐨Monie🐨🌸,2019-11-17 18:11:35,YASS
alejandro,2019-11-17 18:11:34,Hispanic king
Gg,2019-11-17 18:11:17,me meo
YNWREAPZ,2019-11-17 18:11:12,I do not speak Japanese
FELICIANO,2019-11-17 18:10:30,LOL not to bring politics or anything else but some english speakers go to countries where Spanish is the main language and they speak English but when they listen someone speak spanish in their own country they hate it & discriminate Sorry I just saw this funny in some way
Jose David Peña. L,2019-11-17 18:10:16,"Eso es fantastico amigo, learn spanish is very good for you."
︽✵︽𝓥𝓔𝓡𝓢︽✵︽ || MARVEL Escenes,2019-11-17 18:10:12,Al fin webon
Hannya Mateos,2019-11-17 18:10:10,Drake Bell is a daydream
𝔹𝕣𝕖𝕟 is seeing Louis || #WatermelonSugar,2019-11-17 18:10:03,Try it
linpalaciod,2019-11-17 18:10:03,"More than the 50% of people living un america (yasss, the CONTINENT) speaks something different than english :)"
Deniseheehee,2019-11-17 18:09:22,Awebo
mirian,2019-11-17 18:09:14,me declaro fan de drake bell
Yennyyy,2019-11-17 18:09:03,That was rude of him telling her to learn Spanish. I guess he just want to gain more Hispanic fans 
Pau,2019-11-17 18:09:01,@DrakeBell @DrakeBell @DrakeBell @DrakeBell @DrakeBell @DrakeBell @DrakeBell @DrakeBell @DrakeBell @DrakeBell @DrakeBell @DrakeBell @DrakeBell @DrakeBell @DrakeBell @DrakeBell @DrakeBell @DrakeBell @DrakeBell @DrakeBell @DrakeBell @DrakeBell @DrakeBell @DrakeBell Por favor Drake!
Perla Rodríguez,2019-11-17 18:09:00,Te amamos Drake! I love You! 
Adri,2019-11-17 18:07:06,"Well, now I'm the happiest person ever.pic.twitter.com/C7xCECl0GF"
Cedric Estuardo,2019-11-17 18:06:48,Awebo 
Sindi,2019-11-17 18:05:50,I love you. Me gusta Tovar el guitare y cantar.
Salomé,2019-11-17 18:05:22,Drake Bell > el otro Drake
Naydiel =D,2019-11-17 18:05:11,Love...
Mafer,2019-11-17 18:04:33,Drake Bell is my new favorite person.
bea ◟̽◞̽,2019-11-17 18:04:24,drake bell me deu unf
José Daniel Téllez R,2019-11-17 18:03:56,Don't forget America is a continent 
Revista Cultura Pop,2019-11-17 18:03:45,Atento aviso de Drake Bell (@DrakeBell)  https://twitter.com/DrakeBell/status/1196083107671068672 …
nataliaVOTEFORSHAWNYOULILCLOWN,2019-11-17 18:03:33,Drake bell es chingon #ARIAsShawnMendes
Michelle Anguiano,2019-11-17 18:02:57,"He didn't, all we are from America :3"
segura jesus,2019-11-17 18:02:51,That’s correct !!
Mad-dog,2019-11-17 18:02:17,@DrakeBell you in this week. pic.twitter.com/0ZggvXDivp
Lovely Byun🐣,2019-11-17 18:02:16,a ver...
ana victoria,2019-11-17 18:02:13,"nadie:

drake bell: pic.twitter.com/2MvpD15LPY"
Daniela,2019-11-17 18:02:08,I could be your Profesora whenever you want :))  a Venezuelan living in Argentina
💞Saddie ♠Alice💜,2019-11-17 18:02:04,"HAHAHAHAHAHA Esta morra !
Drake Bell just told you to shut up and learn Spanish.
And just for you to know.
There is more Hispano-hablantes in this continent that English speaking!
#Burn"
ERT🇲🇽🇺🇸🇪🇸🇬🇧,2019-11-17 18:01:54,Are you really up to such a feat? Do you master Spanish language quite well already?
Jaz🍉,2019-11-17 18:01:28,@NiallOfficial It's your turn now sir
Sopita 💕,2019-11-17 18:01:13,You don't know how much it means to your mexican fans this. 
Dany,2019-11-17 18:01:08,Drake Bell  pic.twitter.com/v3HwGj9teB
Pau De Kim....❤,2019-11-17 18:01:00,!EY Drake! Te amo 
Jaz🍉,2019-11-17 18:00:48,@NiallOfficial ok Niall now It's your turn
Luis Lucas,2019-11-17 18:00:18,Savege!!
Jennifer ♡,2019-11-17 17:59:09,Super 
Kor-Yay Tray-Jo™,2019-11-17 17:58:58,Hopefully drake can too because I’m playing him over bell
Jahir Villarreal (Musidix DJ),2019-11-17 17:58:48,"North America is a region of the continent, just wanted to clarify :v"
𝒓𝒆𝒃𝒆; FLAMES -179 no va a ver a harry,2019-11-17 17:58:43,@DrakeBell like this if you are coming to Argentina soon
Ketza,2019-11-17 17:58:10,Khemocion.!!
somebody,2019-11-17 17:58:07,Love u so fucking much
LOUIS DESERVE THE BEST,2019-11-17 17:57:30,WE STAN A DIOS
El Jarri Renacido,2019-11-17 17:57:26,Drake Campana
🥀,2019-11-17 17:57:03,Aguante al Drake Bell  pic.twitter.com/lusJHdwfjG
V.,2019-11-17 17:56:54,Chingon
Camila💚,2019-11-17 17:56:08,"Bro, we are Americans too"
Gansito Marinela,2019-11-17 17:55:24,Pathetic.
Micaela🦄,2019-11-17 17:55:08,Hola Drake!
Maychime Charmer,2019-11-17 17:54:34,Chill
César Carey,2019-11-17 17:54:23,"Fans of the United States, I am Mexican and I am American but not of the United States, your country does not represent the continent"
Leees❤🍉🍉 WATERMELON SUGAR🍉🍉🥰❤🇲🇽,2019-11-17 17:54:20,I'm American and I'm from México!!!
けい,2019-11-17 17:54:19,king 
𝗅𝗎𝖼𝗂𝖺 ✩ 𝟣𝟪𝟢,2019-11-17 17:54:05,why canʼt all artists just be like drake bell and learn spanish? that would be absolutely sweet
Karla Rodríguez,2019-11-17 17:54:00,"@DrakeBell 
Look at this : ) pic.twitter.com/HNhoVIgzMu"
hazlo reir a carcajadas xd,2019-11-17 17:53:46,Drake bell es mexicano https://twitter.com/DrakeBell/status/1196083107671068672 …
Leees❤🍉🍉 WATERMELON SUGAR🍉🍉🥰❤🇲🇽,2019-11-17 17:53:41,EXACTLY!!! 
valentine 🍉 is seeing louis,2019-11-17 17:53:05,"aND NORTH AMERICA IS NOT A COUNTRY GIRL, TAKE GEOGRAPHY CLASSES PLEASE"
ＭＩＮ ღＣＨＥＬＹ.🇵🇾🦋,2019-11-17 17:52:30,Sos genial Drake 
KOOKIE-SAN,2019-11-17 17:52:11,Cool
valentine 🍉 is seeing louis,2019-11-17 17:51:57,mexico is part of north america too!!!!!
Brian White,2019-11-17 17:51:15,"@YahooNoise Ekeler, Bell, Drake, Michel, Hyde pick three half ppr"
bre̶nda,2019-11-17 17:50:43,intelectual
idk what’s happening ♌️,2019-11-17 17:50:33,"I suck at writing in Spanish but I can read it, love this @DrakeBell keep tweeting in Spanish!"
valentine 🍉 is seeing louis,2019-11-17 17:50:23,"*NORTH american, almost all countries in AMERICA speak in spanish lol"
Diego Esteban,2019-11-17 17:49:21,That's good
Gerardo,2019-11-17 17:48:32,Mantener a Drake Bell > Mantener a Evo Morales
MarckHolic,2019-11-17 17:48:21,Then correct yourself and don't make the mistake you know you're making.
⛆Porritos Locos⛆,2019-11-17 17:48:08,@IBGDRGN waiting for you to do the same thing too xD please oppa.
Bailey,2019-11-17 17:47:41,you'll only be allowed back on to twitter if you can sing the whole theme song. not just what they use. the whole song from the soundtrack with drake bell.
lovely nany; tk 💌,2019-11-17 17:47:38,Stan drake
Isai,2019-11-17 17:47:35,Really had to hit him with that “politically correct” shit?
Jᥱss 💜,2019-11-17 17:47:34,Genial!!!!
Mariana Bautista,2019-11-17 17:47:29,EN SHOCK
MichMtz.,2019-11-17 17:47:05,Seriously?  Me encantas
Sebastian Reyes,2019-11-17 17:47:01,Cool
theσ,2019-11-17 17:46:57,masterrr
Pao 🌲 🇵🇪,2019-11-17 17:46:33,Oh excelente!!!
Mauricio Tamez :),2019-11-17 17:46:23,Almost of countries of America Speak Spanish. 
❄ Taina Markov - Bjorgman ❄,2019-11-17 17:45:41,"North America is A COUNTRY. America has a lot of conuntries: Mexico, Argentina, Colombia; etc. 

Drake has a lot of fans in all the continent: only one country of this continent talk in English, the rest in Spanish...

JODETE GRINGA!!! SOMOS MAS HISPANO HABLANTES!!! "
Nikki Tipton,2019-11-17 17:45:10,Thank God for google Translatepic.twitter.com/AhI31BtyxY
Mayra A,2019-11-17 17:44:59,Well I’m from South America so American to me can also be towards South America not only North America
melancholy 👁️,2019-11-17 17:44:24,"Stan drake bell, fuck Justin Bieber https://twitter.com/drakebell/status/1196083107671068672 …"
ѕᴜᴊєу 💫 (수헤이),2019-11-17 17:43:50,"Well, technically he doesn't forget American fans because America is a continent, not a country. "
M I L O,2019-11-17 17:42:56,Mexican are american too
Ara💜💜💜💜💜💜💜,2019-11-17 17:42:36,Hola Drake
Frejus nzwetou djaba,2019-11-17 17:41:55,Wooooo drake bell
ella,2019-11-17 17:41:44,@DrakeBell me encantas drake bell
Kor-Yay Tray-Jo™,2019-11-17 17:41:33,Bell or drake who do I play!?!?
ℳℐ,2019-11-17 17:41:03,Aahh
Lizeth Estévez Tobar,2019-11-17 17:41:01,We americans from all over the continent agree with Drake’s decision 
Ximena_XD,2019-11-17 17:40:43,"Hi, dude.
A simple correction, Mexico is also North America."
pame,2019-11-17 17:40:00,Genial!!!
valeria quintero,2019-11-17 17:39:43,Arre
Crazy_Ta_Ta.,2019-11-17 17:39:12,¿Te gusta BTS?
Toti •sh au📌,2019-11-17 17:38:42,"America is not just US, thanks"
zohoho🤶,2019-11-17 17:38:35,happy sunday I'm thinking about how my childhood crush on drake bell absolutely set a terrible precedent for me and my future relationships
💓Fluffy U w U💓,2019-11-17 17:38:34,"LMAO Drake !! 

ARRIBA MEXICO !!!!"
N‎atuchips ⎊ 🌙☀️,2019-11-17 17:38:16,"Most of the people in the USA who's bilingual and multilingual are immigrants, not Americans "
Ricardo A. Garay,2019-11-17 17:37:55,"I put ""know"" because for many decades the no english talkers bands fans (and even in other life aspects like academic) the life forces us to learn some english (or many) and is like the native english-talker do not worry about this, is time to change the characters."
Una Petisa Dice 💚🧡,2019-11-17 17:37:29,Te ka eme Drake Bell https://twitter.com/DrakeBell/status/1196083107671068672 …
🅱️,2019-11-17 17:36:39,quien es Drake Bell
KIM ĐRƏÅ💫;🇪🇨 TK,2019-11-17 17:36:17,DRAKE CAMPANA
´§´ 🇲🇽⌛,2019-11-17 17:36:10,"He forgets of his American fans, sorry ahre"
Samuel,2019-11-17 17:35:52,Drake campana?
Chad,2019-11-17 17:35:32,Guys! Drake Bell is the CEO of Taco Bell! Who knew?!?
Galilea,2019-11-17 17:35:22,"They don't have a word like us, ""mexicans"" to represent where they from. They are only americans "
Kaori Ramirez Uchuya,2019-11-17 17:35:18,Drake Bell
Fiorella Alania B.,2019-11-17 17:35:17,Genial 
Fer 🕊🕊,2019-11-17 17:34:23,Good bye! 
BTS💜ARMY,2019-11-17 17:33:49,Yes! You can
Loreto 🌙🇨🇱,2019-11-17 17:33:02,Can you say “Karol dance degenerado” ?
Bruno🦆 ;🎄🎅🏼IT'S CHRISTMAS TIME🎄🎅🏼,2019-11-17 17:32:52,Fans latinas de Drake Bell be like pic.twitter.com/6hLVFMdlTB
Mauro Heredia ,2019-11-17 17:32:11,"Drake said that you should learn spanish, is good for you // Drake dijo que chingues a tu madre y aprendas español para que seas la verga."
Sofia,2019-11-17 17:32:04,Genial 
♥️✨ ɪɴ ʟᴏᴠᴇ ᴡɪᴛʜ ᴛʜᴇ ᴅᴇᴠɪʟ ✨♥️,2019-11-17 17:31:39,a webo
𝓢𝓱𝓮𝓵𝓵 🇲🇽 I SAW NOUIS ◟̽◞̽,2019-11-17 17:30:04,FRIEND NORTH AMERICA IT'S NOT A CONTINENT DUDE... Now I'm understanding 
Aiorius,2019-11-17 17:29:39,Grande @DrakeBell https://twitter.com/ferchaherbor/status/1196116158509985792 …
maria cristina,2019-11-17 17:29:15,It is the most beautiful act I saw today  The tears are coming out. 
EsmeraldaGH,2019-11-17 17:29:10,Que lindo y bello drake bell !!
Noticias de Taylor Swift⚡,2019-11-17 17:28:54,Tanked
WeenieZelda,2019-11-17 17:28:53,Bro why is Drake Bell only tweeting in Spanish now
𝒏𝒂𝒏𝒛✨,2019-11-17 17:28:35,For now you’re Drake Campaña
"Nice to meet ya, you kill my mind.",2019-11-17 17:28:12,Dude Mexico it’s also in America
Raquel;♕🇸🇻 XI/XIX,2019-11-17 17:27:21,Omggggg amo! 
天谷テキちゃん！,2019-11-17 17:25:47,Omg bien!!
Stephanie,2019-11-17 17:25:47,Say sike rn
Edson Moreno,2019-11-17 17:25:33,She nows.
strdmrqz,2019-11-17 17:25:27,"América= continent
Almost all of the population in our continent speaks spanish"
Myk-E,2019-11-17 17:25:16,"With ""know"" u mean ""speak"" ?"
Edson Moreno,2019-11-17 17:24:58,He knows
Fernando Perez,2019-11-17 17:24:34,Someone tell me why Drake Bell is strangely popular in Mexico
It'sOnlyTime777,2019-11-17 17:24:32,"@DrakeBell bae you tired, go to sleep!! Anda a dormir Drake por favor"
Lauren :),2019-11-17 17:23:14,I believe that @DrakeBell is a gremlin however @ItsJoshPeck is alright
Jason Cohen,2019-11-17 17:22:59,"Need to sit 1 of these in a 1/2 point PPR - Singletary, Lev Bell, Jacobs, Drake... Thanks!"
Edson Moreno,2019-11-17 17:22:47,"You’re totally wrong, that’s something you english speakers guys think, but you’re wrong. North America is part of a whole continent. The real American Continent is North, Central and South, north america it is not a continent itself, aprende geografía, Solo hay una América."
𝓂,2019-11-17 17:22:16,the way drake bell loves mexico... amazing
Cavaliere👽🍇,2019-11-17 17:22:00,Saw this on FB and came to see this by myself hahaha
Alex 8a,2019-11-17 17:21:11,Arre.
𝙝𝙚𝙘𝙩𝙤𝙧²,2019-11-17 17:19:46,"""smh who is this reddie stan in my comments saying I give him the chilly willies? block button 4 u sir"" - drake bell"
Teto Hernandez,2019-11-17 17:19:45,El fucking amo!
Emi,2019-11-17 17:19:44,We alch te amo 
Sofi;♛,2019-11-17 17:18:03,Drake mood: pic.twitter.com/CIJJ0CFpNo
otto ragnarok,2019-11-17 17:18:00,Recapacitaste Drake
Katya E.,2019-11-17 17:17:48,Nacionalicen a Drake Bell!! https://twitter.com/DrakeBell/status/1196083107671068672 …
Alejandra García,2019-11-17 17:17:46,"America is the continent, not just USA "
David Bernal.,2019-11-17 17:17:27,"""Drake Campana"""
Carlos,2019-11-17 17:16:32,Abrom
Ivan Martinez,2019-11-17 17:16:24,Te amo Drake Bell https://twitter.com/DrakeBell/status/1196083107671068672 …
𝙜𝙧𝙚𝙘𝙞𝙖☁️,2019-11-17 17:16:22,we love that for u
Ron Swanson,2019-11-17 17:15:58,Drake Campana
Tam Corona,2019-11-17 17:15:08,"North America is not a continent hon, it’s THE NORTH of THE WHOLE CONTINENT. What you call “America” is just the USA. The actual geographical America consists of 35 countries. 
You’re welcome."
itzel,2019-11-17 17:15:07,DRAKE BELL PARA PRESIDENTE
ᴀɢᴜs,2019-11-17 17:14:51,drake bell es latino https://twitter.com/DrakeBell/status/1196083107671068672 …
Ricardo A. Garay,2019-11-17 17:14:38,"You should know there are more hispanic-talker who knows english than english-talkers who knows spanish. In other words North America is only a part of a whole continet ""America""."
noe hernandez,2019-11-17 17:14:23,Awebo
Mauricio,2019-11-17 17:12:15,Drake Campana
Angel Orozco,2019-11-17 17:12:07,Taco Bell
val,2019-11-17 17:11:26,ok boomer
NURANIM137🍁#Sungmin1stAlbum,2019-11-17 17:11:09,So cute 
♥ℛeneé Zeta,2019-11-17 17:10:41,I love you. Gracias por ser como eres. 
Eddy,2019-11-17 17:10:12,"Idk how, but Drake Bell ended up being a massive icon in Mexico and Latin America, especially Mexico though https://twitter.com/DrakeBell/status/1196083107671068672 …"
arturodetexas,2019-11-17 17:09:33,"Drake Bell will only speak Spanish on his social networks.
                 ¯\(°_o)/¯
""My social networks will now only be in Spanish,no more English"" pic.twitter.com/dS7byYOOEF"
Fer Burbuja💙,2019-11-17 17:08:35,Moodpic.twitter.com/P1JOZPtjZd
JMC,2019-11-17 17:08:20,Amo a drake bell 
Winter,2019-11-17 17:08:10,Google quien Drake bell?
Anth0ny,2019-11-17 17:07:57,English motherfucka do you speak it?
$lim Hardaway🎸⭐️,2019-11-17 17:07:29,Ima go with Drake Bell on this one. “I Found A Way” https://twitter.com/PopCrave/status/1002944041498136578 …
ً 𝑘𝑎𝑟𝑒𝑛 𝑙𝑜𝑣𝑒𝑠 𝑛𝑎𝑑𝑜,2019-11-17 17:06:47,stan drake
Dulcelandia,2019-11-17 17:05:51,"Hermoso, Drake. "
ikary,2019-11-17 17:05:25,What's?????
Kiry sama,2019-11-17 17:05:24,Existe Google traductor uwu
1991 ღ🌻,2019-11-17 17:05:21,"Wrong darlin, North America isn’t a continent, is just a subcontinent like Central America and South America, can you just please study a little more geography? "
As🐰,2019-11-17 17:05:15,"Yankees: 0 
Us: 1"
G.M,2019-11-17 17:05:03,Genial 
Alejandra De León,2019-11-17 17:05:03,And what about the fans who don’t speak English? That’s your problem “American fans” think that they are the only fans in the world  greetings from Mexico 
Thankful Eric 🦞🦞🦃🍗 | #RothschildGone,2019-11-17 17:04:52,Drake Bell?
RancheroRock,2019-11-17 17:04:23,Drake Bell latino? pic.twitter.com/fbZSCVfHsU
Judit Rivas,2019-11-17 17:04:23,Al fin ♡♡♡♡♡
Valu,2019-11-17 17:03:47,"South America is still America, so he is, indeed, thinking about his “American” fans. Just saying..."
Carlos Bernal,2019-11-17 17:03:17,Ouuu snap!
Elizabeth,2019-11-17 17:02:30,"Wuuuuuu, que cool es esto drake"
Dave. G. Pasos.,2019-11-17 17:01:40,American fans? dmn girl. This is america.pic.twitter.com/HXYtVdvW2B
Hian,2019-11-17 17:01:04,Fuck yeah
Cactus (he/him - él),2019-11-17 17:00:47,or geographically correct.
Ilse Adali ✨,2019-11-17 17:00:35,Really???  wowww is amazing! 
mel☁,2019-11-17 17:00:33,Stan Drake Bell
Moonlight will see -116,2019-11-17 16:59:46,I don't believe it
Jaime18485,2019-11-17 16:59:31,"@DrakeBell Hey Drake, I'm going to give you some advice, Wednesday, exclusively on Wednesday, tag Ed Maverick and tell him Chinga tu madre"
𝘬𝘢𝘳𝘦𝘯🇲🇽,2019-11-17 16:58:42,I LOVE YOUR SHOW
Sunny 🌻,2019-11-17 16:58:42,Gracias Drake!! 
Leonardo J Laya G,2019-11-17 16:57:58,Geniaaal
Ana SotSol 💕✨,2019-11-17 16:57:12,I love u 
Elenation8 🦊💓,2019-11-17 16:56:43,I love it.. I mean me encanta! 
Momo ⚡⚡⚡,2019-11-17 16:55:53,Apantallame pinche Drake 
fer,2019-11-17 16:55:17,con toda cRACK
Michelle Flores,2019-11-17 16:53:35,Amo a Drake Bell
a,2019-11-17 16:53:30,Intelectual
in luv,2019-11-17 16:53:03,"America is a continent, not only the United States, darling. "
ARA ✨ SAW LOUIS,2019-11-17 16:52:54,@NiallOfficial do the same 
𝖈𝖔𝖓𝖘𝖙𝖆𝖓𝖟𝖆.{🇨🇱},2019-11-17 16:52:47,DRAKE CTM ELZNDICKZNSIDJ
agustina // LIGHTS UP,2019-11-17 16:50:17,"North america is part of the whole american continent. It's not ONE continent North America. Actually, the continent is called AMERICA. I'm American and I'm from Argentina."
ˡᵒᵛᵉˡʸ ρ σ т α т σ 🐾,2019-11-17 16:49:38,Crack
jøsefaso,2019-11-17 16:48:56,stan drake bell https://twitter.com/DrakeBell/status/1196083107671068672 …
dan ◟̽◞̽,2019-11-17 16:48:34,We stan an intellectual
Mónica Esquivel,2019-11-17 16:47:54,"Well, actually North America is not a continent it is just a geographic region of the America contient"
ੈNoemí♡,2019-11-17 16:47:46,Stan Drake Bell
agustina // LIGHTS UP,2019-11-17 16:47:29,"He doesn't forget about his american fans, that's why he's speaking Spanish, because in the american continent most of the countries speak Spanish "
칼라 ♡,2019-11-17 16:47:18,Abrazaamee hermano
Pechugas Larus,2019-11-17 16:47:17,Learn what is America
Mike Koch 🌔🔭,2019-11-17 16:46:34,"Drake, Bell, Ronald Jones and James White. Ones gotta sit? Leaning towards sitting Bell as of now"
𝐄𝐥𝐢𝐳𝐚𝐛𝐞𝐭𝐡 𝐅𝐨𝐧𝐬𝐞𝐜𝐚,2019-11-17 16:46:23,"USA isnt America, America is the continent you're just part of it, therefore you're a northamerican"
Gabriela Pepina,2019-11-17 16:46:18,AWEBOOO
Rafael Sanchez.,2019-11-17 16:46:16,Don't mames! 
Comentario Anónimo,2019-11-17 16:46:09,"But we are American too, look there is a mappic.twitter.com/5Vph4SNUxz"
mar,2019-11-17 16:46:06,mister horan who? im a drake bell stan now https://twitter.com/drakebell/status/1196083107671068672 …
Mel;🐣,2019-11-17 16:44:53,Crack
APOYO A LOS CLONES DE EXO,2019-11-17 16:42:40,"Pon Somehow en spotify, por favor "
Beeckii Cc,2019-11-17 16:42:36,Owww  Drake
Jennifer GarDez,2019-11-17 16:42:18,I love it
ARMY Madelein,2019-11-17 16:42:02,"LMAO, I LOVE YOU, TELL ME 'TE AMO', PLEASE, PLEASE "
José Fajardo Martinez❄️,2019-11-17 16:41:44,@DrakeBell whyyy unfollow me?
michelle,2019-11-17 16:40:57,LMFAOOOO I JUST SCREAMED
Michael Florio,2019-11-17 16:40:53,Damien Williams made the trip to Mexico. Jordan Howard is out. Lev Bell active. Kenyan Drake starting over DJ.
soyvina_,2019-11-17 16:40:14,@DrakeBell como no darte follow... I love you 
Rodrigo Rios,2019-11-17 16:40:11,Laughs in Castellano
Er_nuun,2019-11-17 16:40:07,The tables have turned
Jerry Green,2019-11-17 16:40:06,"1/2 pt ppr ... Drake, Ingram, or Lav Bell in the flex?"
L,2019-11-17 16:38:26,Drake Campana.
Sue loves apples 🍏,2019-11-17 16:38:06,Drake Bell me da mucha ternura
bell saw louis & is seeing louis on tour,2019-11-17 16:37:54,"Love u so much, but it's ""aprende"""
N A T H A L I A ✨,2019-11-17 16:37:48,Mexicans are americans too
Monis,2019-11-17 16:36:57,.@DrakeBell  vive en cdmx??
Merary🍁,2019-11-17 16:36:45,"Not only North America, there is also South America ..."
✠ Ⓒ Ⓗ Ⓤ Ⓜ Ⓘ Ⓢ ✠,2019-11-17 16:36:16, chingon 
𝘭𝘦𝘴; loves lesly.,2019-11-17 16:36:07,"Love you so much, damn."
Angélica🥝,2019-11-17 16:36:04,Loveeeeee yooooooou 
Majo,2019-11-17 16:35:47,Drake Bell Mexicano https://twitter.com/DrakeBell/status/1196083107671068672 …
"drug dealer? no man, hug dealer",2019-11-17 16:35:32,"Drake, wheres the door hole?"
✨Emmanuel Sagaon✨,2019-11-17 16:35:30,#Drake @DrakeBell  u’re amazing pic.twitter.com/xaHJkCZpE5
turkey 🦃,2019-11-17 16:34:31,honestly i support drake bell gearing towards his fan base. also not sure why he's so much bigger in latin america but https://twitter.com/DrakeBell/status/1196083107671068672 …
Skrtz,2019-11-17 16:34:30,"I mean, I can say I'm American from the continent but I preffer saying I'm mexican honestly, so I don't really mind When someone says I'm American and he Is from USA becouse you know its in their country name"
lina has hope for wonho || semi ia,2019-11-17 16:32:59,Drake bell is only using spanish on his social media? What universe did I just wake up in?
Rosario Muñoz,2019-11-17 16:32:34,I don't think so 
nAd,2019-11-17 16:32:23,"Nope, it’s like per say a citizen from France. 

 They are French but also european it’s not one or the other because the first is referring to the country whilst the second to the continent. ((:"
mario,2019-11-17 16:32:15,"Pick 3 (Standard League) Lev Bell, D. Montgomery, M. Sanders, K. Drake, and Brian Hill"
𝐢𝐯𝐚𝐧𝐚 IS SEEING LOUIS 🇺🇾,2019-11-17 16:32:02,we stan drake bell https://twitter.com/DrakeBell/status/1196083107671068672 …
Skrtz,2019-11-17 16:29:44,"United States of America = Americans

United States of México = Mexicans 

Yeah I get the continent thing but they arent wrong though ^^"
ℳ𝒶𝓆𝓊ℯ́ ℒ𝒶𝓇𝒶 ♡,2019-11-17 16:29:27,Joya!
Regina Goque,2019-11-17 16:29:13,I didn’t know that North America is a continent!!!  Is Mexico part of it?? Or just the US?? (You’re so ignorant).
MORRISON,2019-11-17 16:28:55,That means Learn Spanish 
shirley,2019-11-17 16:27:53,Lmao you’re the best 
Isaac Rusito,2019-11-17 16:27:49,Genial @DrakeBell
Mary🌞,2019-11-17 16:26:50,You're serious? You just copypaste the same shit and you're still committing the same mistake North America IS NOT A CONTINENTpic.twitter.com/krb9gxNJ05
ale,2019-11-17 16:26:39,drake campana
Datch ‎⎊,2019-11-17 16:24:52,North America it’s NOT a continent though 
paola gonzalez,2019-11-17 16:24:52,Actually Mexico is still North America
HectorBueno,2019-11-17 16:24:28,AWEBOOOOOO!!
Mr. Brightside,2019-11-17 16:24:28,Drake Campana.
Saul 🦄,2019-11-17 16:23:58,"Love you, papasito."
sebastián 🇨🇴,2019-11-17 16:23:43,STAN DRAKE BELL GUYS! https://twitter.com/DrakeBell/status/1196083107671068672 …
A L I,2019-11-17 16:23:40,WAIT WHAT DO YOU SAY
wal :),2019-11-17 16:23:00,"Should i put Him , Leveon Bell , or Kenyan Drake?"
-106,2019-11-17 16:22:50,WENA CONCHETUMARE
IaneroTorres,2019-11-17 16:22:43,Genial 
JORGE LiMaS,2019-11-17 16:22:13,You sick sick man!!!
Aristemo,2019-11-17 16:22:06,A caray
PameHdez❤,2019-11-17 16:21:49,Te amamos Drake Bell 
C-A-R-V-I-E-N,2019-11-17 16:21:48,"#DomingoDeAmarADrakeBell te amamos drake. ""me pica el ano"" It means you're the best in nahualt"
Lolis 🇧🇴,2019-11-17 16:21:30,I’m very confundida .-.
𝐧𝐢𝐜𝐨𝐥𝐚𝐬,2019-11-17 16:20:31,perry@
Uriel,2019-11-17 16:20:30,Lmao didnt know Drake Bell was ceo of taco bell
🌹Vianey Pérez,2019-11-17 16:20:24,Achis achis... A ver 0.o
Sid Gainey,2019-11-17 16:20:22,@Michael_Fabiano Leveon Bell or either Kenyan Drake/Mixon. I already have Brian Hill locked in at Flex
vi,2019-11-17 16:20:12,Amo a drake bell https://twitter.com/DrakeBell/status/1196083107671068672 …
tw_paola,2019-11-17 16:19:21,Arriba Drake Bell. https://twitter.com/drakebell/status/1196083107671068672 …
❦📌 yoonmin au,2019-11-17 16:19:14,AND THATS ON PERIODT
Daniela,2019-11-17 16:19:13,Ya veremos drake bell https://twitter.com/DrakeBell/status/1196083107671068672 …
danibmd☆,2019-11-17 16:19:04,Eres genial Drake!!
T-D-Dragon,2019-11-17 16:18:56,"Agree, it’s the same way I feel about Andrew....... PLUS ITS DRAKE FREAKIN BELL!!!! https://twitter.com/webhead_1610/status/1196084126635479040 …"
Ship Cazzie 💕,2019-11-17 16:18:13,Weno 
Sid Gainey,2019-11-17 16:18:07,Leveon or either Kenyan Drake or Mixon. Leaning towards staying with Bell. Already have Brian Hill at Flex locked #15for15
Sid Gainey,2019-11-17 16:17:10,Leveon or either Kenyan Drake or Mixon. Leaning towards staying with Bell. Already have Brian Hill at Flex locked
Frank,2019-11-17 16:16:13,"7 Years learning english, oh no :("
Ela~🐞,2019-11-17 16:15:55,Eres tremendo Drake!
Noelia 🇲🇽✨,2019-11-17 16:15:03,now it’s your turn to use google translate
◟̽◞̽,2019-11-17 16:14:25,i stan
= mena kinda ia,2019-11-17 16:13:22,aguante drake bell
Sky Boy🌌,2019-11-17 16:13:03,Grande
"Joselyn Cuevas, 🌠",2019-11-17 16:12:47,Genial!!!! 
Jesús Kevin,2019-11-17 16:11:58,"Most Americans speak spanish, Unisian."
B.,2019-11-17 16:11:38,Lies
Luigi,2019-11-17 16:08:42,Jaja don't worry we can teach you Spanish
Luis Fernando,2019-11-17 16:08:02,Chingon ...
⛓️Creatorlings,2019-11-17 16:08:01,"American? I'm sorry, but America is a continent"
Rosely Cárdenas,2019-11-17 16:07:30,Calmate 
Dèąx.,2019-11-17 16:07:26,E p i c.
Lizbet,2019-11-17 16:07:26,Eres genial hermoso drake
d ☀️,2019-11-17 16:07:03,Woooow queeee? 
